Student_ID,Student_Name,Mathematics,Physics,Chemistry,Computer_Science,English,Statistics,Average,Category
S0946,Kevin Taylor,45.7,49.4,40.7,55.9,31.9,57.5,46.85,Below Average
S0947,Yusuf Rogers,80.7,77.9,64.8,88.7,75.4,78.4,77.65,Above Average
S0948,Holly Campbell,63.9,76.0,72.4,63.5,72.6,71.7,70.02,Above Average
S0949,Bob Evans,68.2,73.1,80.8,72.5,75.6,78.5,74.78,Above Average
S0950,Mia Davis,74.6,90.8,83.7,95.6,91.4,82.1,86.37,Above Average
S0951,Isla Robinson,76.1,77.0,66.8,50.7,70.8,63.3,67.45,Below Average
S0952,Vera Hall,60.4,67.9,80.2,69.3,77.7,62.3,69.63,Below Average
S0953,Tom Cook,92.2,71.1,75.5,74.2,74.1,56.4,73.92,Above Average
S0954,David Edwards,92.4,72.6,77.0,77.1,60.0,69.3,74.73,Above Average
S0955,George Lee,64.0,62.7,64.5,50.3,65.0,56.5,60.5,Below Average
S0956,Zara Nelson,100,97.2,83.0,89.8,78.0,90.3,89.72,Above Average
S0957,Will Green,58.7,73.9,71.9,61.9,84.1,74.4,70.82,Above Average
S0958,Mike Roberts,52.4,55.5,44.6,53.9,37.5,47.2,48.52,Below Average
S0959,Eva Hall,87.6,83.7,85.1,90.2,81.6,79.4,84.6,Above Average
S0960,Irene Scott,78.0,50.4,51.7,64.8,51.5,50.0,57.73,Below Average
S0961,Aiden Ward,100,90.3,100,100,100,97.4,97.95,Above Average
S0962,Vera Allen,88.8,97.4,93.3,86.6,87.3,83.1,89.42,Above Average
S0963,Will Garcia,74.3,76.5,61.7,66.6,61.1,68.3,68.08,Below Average
S0964,Diana Morris,68.2,69.4,54.2,59.0,66.7,68.0,64.25,Below Average
S0965,Frank Collins,61.5,63.3,48.4,84.5,77.7,72.6,68.0,Below Average
S0966,Bella Thompson,63.6,58.1,50.6,63.5,55.8,60.2,58.63,Below Average
S0967,Xena Ward,86.1,100,100,97.8,79.5,92.9,92.72,Above Average
S0968,Tom Lewis,85.0,80.4,76.6,80.4,81.4,71.9,79.28,Above Average
S0969,Aiden Collins,77.2,71.3,73.6,75.1,75.9,65.1,73.03,Above Average
S0970,Kevin Cooper,73.2,77.1,71.9,57.3,80.1,93.2,75.47,Above Average
S0971,Grace Howard,66.3,72.3,70.9,70.6,69.6,69.7,69.9,Below Average
S0972,Xena Kim,92.0,86.1,97.1,82.5,86.3,83.5,87.92,Above Average
S0973,Yara Parker,39.0,40.6,50.7,42.0,30.7,35.3,39.72,Below Average
S0974,Victor Walker,95.3,70.2,83.6,80.8,94.6,90.2,85.78,Above Average
S0975,Grace Johnson,57.4,51.5,37.6,61.1,62.4,58.5,54.75,Below Average
S0976,Beth Garcia,57.4,73.0,60.0,57.2,60.5,67.6,62.62,Below Average
S0977,Oscar Cooper,74.7,79.4,49.4,63.5,52.6,65.5,64.18,Below Average
S0978,Will Evans,87.8,78.6,100,78.6,74.1,87.5,84.43,Above Average
S0979,Grace Cook,66.9,55.9,44.0,69.7,49.9,59.3,57.62,Below Average
S0980,Julia Howard,52.4,72.5,77.8,66.5,63.2,67.5,66.65,Below Average
S0981,Karen Bell,85.2,100,100,100,92.8,85.8,93.97,Above Average
S0982,Rachel Martin,80.2,70.8,93.8,78.9,73.3,66.9,77.32,Above Average
S0983,Oscar Cook,51.4,47.8,55.6,34.5,42.3,57.4,48.17,Below Average
S0984,Holly Reed,75.8,63.5,68.4,64.8,84.7,74.5,71.95,Above Average
S0985,Sam Lee,85.1,76.0,77.5,90.1,76.7,85.2,81.77,Above Average
S0986,Yara Phillips,78.9,72.6,75.1,76.7,73.1,84.9,76.88,Above Average
S0987,Yusuf Young,62.4,88.5,88.6,77.0,78.2,95.9,81.77,Above Average
S0988,Uma Davis,76.1,67.2,75.7,85.2,77.3,78.6,76.68,Above Average
S0989,Demi Rivera,71.6,69.5,82.0,71.1,67.6,79.5,73.55,Above Average
S0990,Noah Carter,53.8,79.3,72.8,64.5,66.5,69.6,67.75,Below Average
S0991,Olivia Rogers,51.5,72.1,54.0,68.6,62.9,76.6,64.28,Below Average
S0992,Karen Smith,40.8,45.5,37.0,25.8,48.1,39.7,39.48,Below Average
S0993,Hannah Cook,80.3,73.5,83.0,64.9,70.8,68.3,73.47,Above Average
S0994,Demi Gray,54.0,47.6,58.4,59.9,54.0,49.9,53.97,Below Average
S0995,Jack Harris,89.0,75.9,74.9,74.4,65.6,65.6,74.23,Above Average
S0996,Jack King,47.8,37.1,49.7,24.4,57.5,52.0,44.75,Below Average
S0997,Henry Mitchell,53.9,73.6,60.4,60.8,63.7,63.1,62.58,Below Average
S0998,Liam Collins,85.5,72.0,97.8,85.2,93.4,90.6,87.42,Above Average
S0999,Beth Collins,67.1,58.3,59.9,62.5,62.2,48.4,59.73,Below Average
S1000,Olivia Smith,31.4,39.4,39.4,53.2,60.5,57.6,46.92,Below Average
